,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,BikeBuyer,AvgMonthSpend,Age,CountryRegionName_Australia,CountryRegionName_Canada,CountryRegionName_France,CountryRegionName_Germany,CountryRegionName_United Kingdom,CountryRegionName_United States,Education_Bachelors,Education_Graduate Degree,Education_High School,Education_Partial College,Education_Partial High School,Occupation_Clerical,Occupation_Management,Occupation_Manual,Occupation_Professional,Occupation_Skilled Manual
16,1.0,1.0,1.0,0.4,0.0,0.6666666666666666,0.2719739619985925,1.0,0.30108541764983476,0.41428571428571426,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
17,1.0,0.0,1.0,0.6000000000000001,0.3333333333333333,0.3333333333333333,0.4713581984517945,1.0,0.3256252949504481,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.4,0.0,0.0,0.2634764250527797,0.0,0.6885323265691361,0.09999999999999998,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
19,0.0,1.0,1.0,0.4,0.0,0.6666666666666666,0.772704081632653,0.0,0.38697498820198195,0.27142857142857135,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
20,0.0,0.0,1.0,0.2,0.0,0.3333333333333333,0.7373680506685433,0.0,0.29636621047664,0.5285714285714286,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
21,1.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.51381069669247,1.0,0.43039169419537515,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
22,1.0,1.0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.2998944405348346,0.0,0.36715431807456334,0.34285714285714286,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
23,0.0,0.0,1.0,0.2,0.0,0.3333333333333333,0.7294598874032372,0.0,0.2652194431335535,0.5571428571428572,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
24,0.0,1.0,0.0,0.2,0.0,0.0,0.5459975369458128,1.0,0.21991505427088232,0.057142857142857106,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
25,1.0,1.0,0.0,0.0,0.0,0.0,0.26412737508796624,1.0,0.3742331288343559,0.09999999999999998,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
26,1.0,0.0,1.0,0.4,0.0,0.0,0.9854767769176637,1.0,0.2732420953279848,0.15714285714285714,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
27,0.0,1.0,1.0,0.4,0.0,0.3333333333333333,0.5475105559465165,1.0,0.33270410571024067,0.14285714285714285,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
28,0.0,1.0,1.0,0.6000000000000001,0.0,0.6666666666666666,0.6927515833919775,1.0,0.4450212364322792,0.48571428571428565,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.2,0.0,0.0,0.46434729064039404,0.0,0.30627654554034933,0.24285714285714288,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
30,1.0,1.0,1.0,0.4,0.0,0.3333333333333333,0.4569669247009148,1.0,0.2449268522888155,0.19999999999999996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
31,1.0,1.0,1.0,0.2,0.6666666666666666,0.6666666666666666,0.3102128782547502,0.0,0.23124115148655022,0.22857142857142854,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
32,1.0,0.0,0.0,0.0,0.0,0.0,0.04818789584799435,1.0,0.5007078810759791,0.2857142857142857,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
33,1.0,0.0,1.0,0.4,0.0,0.0,0.5411418015482055,1.0,0.5445965077866917,0.3142857142857143,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
34,0.0,1.0,1.0,0.4,0.3333333333333333,0.6666666666666666,0.2914496833216045,0.0,0.3043888626710709,0.3142857142857143,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
35,0.0,1.0,0.0,0.0,0.0,0.0,0.4578026038001407,0.0,0.2859839546956109,0.042857142857142816,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
36,0.0,1.0,1.0,0.4,0.0,0.3333333333333333,0.46596586910626314,0.0,0.32656913638508733,0.17142857142857137,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,0.2,0.0,0.0,0.52676812104152,1.0,0.3808400188768286,0.14285714285714285,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
38,1.0,0.0,0.0,0.0,0.0,0.0,0.24184553131597467,1.0,0.3874469089193018,0.057142857142857106,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
39,1.0,0.0,0.0,0.4,0.0,0.0,0.47316150598170303,1.0,0.4261444077394998,0.18571428571428572,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
40,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.06721498944405349,0.0,0.22605002359603565,0.24285714285714288,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
41,1.0,1.0,1.0,0.2,0.0,0.6666666666666666,0.27450738916256157,0.0,0.3945257196790939,0.2142857142857143,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
42,0.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.01555242786769881,0.0,0.2883435582822087,0.2571428571428571,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
43,1.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.4544598874032372,1.0,0.4657857479943366,0.19999999999999996,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
44,0.0,1.0,1.0,0.6000000000000001,0.6666666666666666,0.6666666666666666,0.6840693173821253,0.0,0.318546484190656,0.17142857142857137,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
45,1.0,0.0,0.0,0.4,0.0,0.0,0.24937543983110486,0.0,0.16186880604058507,0.22857142857142854,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
46,1.0,0.0,0.0,0.2,0.0,0.0,0.0034394792399718432,1.0,0.30108541764983476,0.37142857142857144,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
47,0.0,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.04829345531315973,0.0,0.3053327041057101,0.2571428571428571,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
48,1.0,1.0,1.0,0.2,0.3333333333333333,0.6666666666666666,0.04269000703729767,1.0,0.18876828692779624,0.41428571428571426,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.08136875439831107,1.0,0.3723454459650779,0.2142857142857143,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
50,1.0,1.0,0.0,0.2,0.3333333333333333,0.3333333333333333,0.28833567909922586,1.0,0.3459178857951861,0.15714285714285714,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.7293015482054891,1.0,0.5389334591788582,0.0714285714285714,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
52,1.0,1.0,1.0,0.4,0.3333333333333333,0.3333333333333333,0.9232054890921885,1.0,0.3142991977347802,0.18571428571428572,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
53,1.0,0.0,0.0,0.4,0.0,0.0,0.28845883180858556,1.0,0.16894761680037762,0.22857142857142854,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
54,0.0,0.0,0.0,0.2,0.0,0.0,0.2350545390570021,1.0,0.6134969325153374,0.08571428571428569,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
55,0.0,0.0,1.0,0.4,0.0,0.0,0.9326442646023926,0.0,0.10146295422369045,0.19999999999999996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
56,0.0,0.0,0.0,0.2,0.0,0.0,0.07103272343420128,0.0,0.3416705993393112,0.02857142857142858,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
57,1.0,0.0,1.0,0.2,0.0,0.3333333333333333,0.27577410274454606,0.0,0.3393109957527134,0.48571428571428565,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
58,1.0,0.0,0.0,0.2,0.0,0.0,0.28823011963406053,1.0,0.26144407739499753,0.09999999999999998,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
59,1.0,1.0,1.0,0.4,0.0,0.3333333333333333,0.5007389162561576,1.0,0.3246814535158089,0.2142857142857143,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
60,1.0,1.0,1.0,0.4,0.0,0.3333333333333333,0.5007389162561576,0.0,0.696083058046248,0.2142857142857143,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
61,1.0,1.0,1.0,0.4,0.3333333333333333,0.6666666666666666,0.26582512315270934,1.0,0.4110429447852759,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
62,0.0,1.0,1.0,0.2,0.3333333333333333,0.6666666666666666,0.06801548205489091,1.0,0.42756016989145795,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
63,1.0,0.0,1.0,0.6000000000000001,0.0,0.3333333333333333,0.7252638986629134,1.0,0.26899480887210947,0.48571428571428565,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
64,1.0,1.0,1.0,0.2,0.6666666666666666,0.6666666666666666,0.4804802955665025,1.0,0.705521472392638,0.6142857142857142,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
65,0.0,0.0,0.0,0.4,0.0,0.0,0.2563511611541168,1.0,0.4761680037753657,0.2142857142857143,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
66,0.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.09355207600281493,0.0,0.5521472392638036,0.19999999999999996,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
67,0.0,1.0,1.0,0.4,0.3333333333333333,0.6666666666666666,0.2517065446868403,0.0,0.22888154789995285,0.22857142857142854,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
68,0.0,0.0,0.0,0.2,0.0,0.0,0.76786593947924,1.0,0.526663520528551,0.01428571428571429,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
69,0.0,1.0,1.0,0.2,0.0,0.6666666666666666,0.03794862772695287,1.0,0.36101934874941,0.41428571428571426,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
70,0.0,1.0,1.0,0.4,0.6666666666666666,0.6666666666666666,0.2760819845179451,1.0,0.3482774893817835,0.3142857142857143,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
71,1.0,0.0,1.0,0.6000000000000001,0.0,0.0,0.6792047853624208,1.0,0.530438886267107,0.4285714285714285,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
72,1.0,0.0,0.0,0.4,0.0,0.0,0.4998504574243491,1.0,0.3714016045304387,0.057142857142857106,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
73,0.0,1.0,1.0,0.2,0.6666666666666666,0.6666666666666666,0.2530348346235045,1.0,0.49079754601226977,0.3285714285714285,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
74,1.0,0.0,0.0,0.4,0.0,0.0,0.31204257565095006,1.0,0.189712128362435,0.057142857142857106,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
75,0.0,0.0,1.0,0.4,0.0,0.0,0.6999648135116115,0.0,0.6215195847097688,0.18571428571428572,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
76,1.0,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.060555946516537645,0.0,0.4789995280792825,0.34285714285714286,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
77,0.0,0.0,0.0,0.2,0.0,0.0,0.23641801548205485,0.0,0.43039169419537515,0.2571428571428571,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
78,1.0,0.0,1.0,0.4,0.0,0.0,0.5050668543279381,1.0,0.3817838603114674,0.2857142857142857,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
79,0.0,1.0,1.0,0.2,0.6666666666666666,0.6666666666666666,0.032336382828993676,0.0,0.09863142991977325,0.41428571428571426,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
80,0.0,1.0,1.0,0.2,0.3333333333333333,0.3333333333333333,0.49744897959183676,0.0,0.07833883907503525,0.17142857142857137,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
81,1.0,0.0,1.0,0.0,0.0,0.0,0.07493842364532019,1.0,0.27937706465313816,0.44285714285714284,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
82,1.0,0.0,0.0,0.0,0.0,0.0,0.03150070372976779,1.0,0.4563473336479471,0.0714285714285714,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
83,1.0,1.0,1.0,0.0,0.3333333333333333,0.6666666666666666,0.0678835327234342,0.0,0.35488437942425666,0.4714285714285714,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
84,0.0,1.0,1.0,0.2,0.6666666666666666,0.6666666666666666,0.482899366643209,0.0,0.298253893345918,0.6142857142857142,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
85,1.0,0.0,1.0,0.2,0.3333333333333333,0.3333333333333333,0.4732582688247713,0.0,0.3808400188768286,0.48571428571428565,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
86,1.0,0.0,0.0,0.2,0.0,0.0,0.08757037297677692,0.0,0.4247286455875412,0.15714285714285714,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
87,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.9766185784658691,1.0,0.3086361491269467,0.08571428571428569,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
88,1.0,0.0,1.0,0.2,0.0,0.0,0.2473082336382829,1.0,0.39546956111373266,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
89,1.0,1.0,1.0,0.0,0.3333333333333333,0.6666666666666666,0.5298997185080929,1.0,0.4129306276545539,0.27142857142857135,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
90,0.0,1.0,1.0,0.6000000000000001,0.0,0.6666666666666666,0.9131509500351865,1.0,0.727701746106654,0.4714285714285714,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
91,1.0,1.0,1.0,0.2,0.6666666666666666,0.6666666666666666,0.32014426460239265,1.0,0.401604530438886,0.34285714285714286,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
92,0.0,0.0,1.0,0.6000000000000001,0.0,0.0,0.7613036593947924,1.0,0.4582350165172251,0.22857142857142854,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
93,1.0,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.25721323011963404,0.0,0.403492213308164,0.18571428571428572,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
94,1.0,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.25721323011963404,1.0,0.3581878244454928,0.18571428571428572,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
95,1.0,0.0,1.0,0.6000000000000001,0.0,0.0,0.7144000703729768,0.0,0.5799905615856535,0.3285714285714285,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
96,0.0,0.0,0.0,0.2,0.0,0.0,0.2867874736101337,0.0,0.3076923076923075,0.09999999999999998,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
97,1.0,1.0,1.0,0.4,0.0,0.3333333333333333,0.7092452498240676,1.0,0.6375648890986314,0.11428571428571427,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
98,0.0,0.0,0.0,0.2,0.0,0.0,0.022633708655876134,0.0,0.1378008494572911,0.2142857142857143,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
99,0.0,1.0,1.0,0.4,0.0,1.0,0.5400510204081632,0.0,0.20953279848985362,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.4,0.0,0.0,0.3138106966924701,1.0,0.5913166588013214,0.27142857142857135,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
101,1.0,1.0,1.0,0.2,0.3333333333333333,0.6666666666666666,0.08538881069669249,0.0,0.28268050967437475,0.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
102,1.0,1.0,0.0,0.4,0.0,0.0,0.30117874736101335,0.0,0.40962718263331777,0.042857142857142816,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
103,0.0,1.0,1.0,0.6000000000000001,0.3333333333333333,0.6666666666666666,0.9486013370865588,1.0,0.3544124587069373,0.5285714285714286,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
104,0.0,0.0,1.0,0.6000000000000001,0.0,0.3333333333333333,0.4972026741731175,1.0,0.18640868334119842,0.5285714285714286,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
105,1.0,0.0,0.0,0.2,0.0,0.0,0.6850721323011963,0.0,0.20906087777253424,0.08571428571428569,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
106,1.0,0.0,1.0,0.4,0.0,0.0,0.687112948627727,0.0,0.19962246342614431,0.18571428571428572,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
